Location,Day,Temperature,WeatherCondition
Location_18,70,33.912529804308875,Sunny
Location_18,71,29.06845994069088,Cloudy
Location_18,72,-2.5254415363573663,Thunderstorm
Location_18,73,10.553038622499407,Windy
Location_18,74,30.293345638536252,Windy
Location_18,75,-4.207686580046557,Foggy
Location_18,76,33.06151475071369,Sunny
Location_18,77,-5.913880465469675,Thunderstorm
Location_18,78,35.97591586642682,Cloudy
Location_18,79,19.818114594911243,Raining
Location_18,80,1.2703894526648423,Sunny
Location_18,81,1.086337669653151,Foggy
Location_18,82,34.73152767728268,Thunderstorm
Location_18,83,39.26488924147592,Sunny
Location_18,84,18.026527897789865,Sunny
Location_18,85,6.540556276628411,Snowing
Location_18,86,-9.114270665543087,Raining
Location_18,87,24.61700653700703,Snowing
Location_18,88,9.595506691299526,Cloudy
Location_18,89,12.7331295354183,Foggy
Location_18,90,6.3508644950805575,Cloudy
Location_18,91,3.3960530623606626,Snowing
Location_18,92,15.855254717190224,Snowing
Location_18,93,10.936191409840642,Raining
Location_18,94,11.675260501162981,Raining
Location_18,95,11.396058612893786,Snowing
Location_18,96,4.802535347823293,Sunny
Location_18,97,20.697311927203515,Snowing
Location_18,98,28.306675314280923,Raining
Location_18,99,22.095350358604087,Windy
Location_18,100,15.3508174319789,Raining
Location_18,101,7.555395616754954,Windy
Location_18,102,-1.615680216252926,Cloudy
Location_18,103,17.5967486704217,Windy
Location_18,104,-9.040193832458002,Thunderstorm
Location_18,105,13.672224467531223,Cloudy
Location_18,106,23.510097618626958,Sunny
Location_18,107,2.5077276001619726,Cloudy
Location_18,108,35.15182642194219,Sunny
Location_18,109,-2.853371006275159,Thunderstorm
Location_18,110,27.632428075440572,Windy
Location_18,111,32.196048815403216,Sunny
Location_18,112,3.459409283859113,Thunderstorm
Location_18,113,34.31947357423642,Snowing
Location_18,114,24.844269516685337,Thunderstorm
Location_18,115,37.813610870230185,Cloudy
Location_18,116,10.637541448782741,Thunderstorm
Location_18,117,30.169443349305475,Cloudy
Location_18,118,31.52967367585572,Raining
Location_18,119,22.033111707415493,Cloudy
Location_18,120,-8.681779061451513,Sunny
Location_18,121,8.040539436444313,Windy
Location_18,122,36.26769408897494,Cloudy
Location_18,123,20.80071466229002,Cloudy
Location_18,124,-7.698939742655861,Foggy
Location_18,125,34.851987027056715,Cloudy
Location_18,126,-7.322055428813692,Foggy
Location_18,127,13.727797457747602,Sunny
Location_18,128,-2.193335214437722,Snowing
Location_18,129,3.354807976377515,Windy
Location_18,130,26.925632701448237,Thunderstorm
Location_18,131,1.655231909968256,Sunny
Location_18,132,2.5505610135078207,Cloudy
Location_18,133,20.563715295555106,Sunny
Location_18,134,5.683939129161889,Windy
Location_18,135,30.82050153153974,Raining
Location_18,136,-6.958337379471798,Foggy
Location_18,137,20.717677832327123,Cloudy
Location_18,138,-3.231131730469907,Sunny
Location_18,139,36.19050533971324,Sunny
Location_18,140,10.826667005446787,Thunderstorm
Location_18,141,27.713708283275437,Sunny
Location_18,142,0.5995528480917027,Snowing
Location_18,143,21.428126858441985,Cloudy
Location_18,144,-6.198099620727767,Sunny
Location_18,145,36.54406655833174,Windy
Location_18,146,38.33345168703341,Windy
Location_18,147,-8.07547502619603,Cloudy
Location_18,148,35.475400848423355,Windy
Location_18,149,-4.296291445612185,Thunderstorm
Location_18,150,38.03534032511351,Snowing
Location_18,151,-1.466951297274063,Cloudy
Location_18,152,31.047117210094427,Sunny
Location_18,153,6.520249372711511,Thunderstorm
Location_18,154,33.05442895016412,Raining
Location_18,155,27.294516799762476,Snowing
Location_18,156,14.049034583899815,Foggy
Location_18,157,30.447047734161906,Snowing
Location_18,158,20.613768665285424,Sunny
Location_18,159,24.09582368363794,Windy
Location_18,160,-1.149682964799645,Raining
Location_18,161,2.5445751125749183,Windy
Location_18,162,22.284072856308626,Cloudy
Location_18,163,14.864841897878438,Snowing
Location_18,164,1.6379231168488868,Thunderstorm
Location_18,165,-6.2817909840585795,Foggy
Location_18,166,6.94218156636509,Raining
Location_18,167,-4.560824126949311,Raining
Location_18,168,-6.870494275250513,Windy
Location_18,169,3.8803858947655403,Windy
Location_18,170,-7.56664914694761,Snowing
Location_18,171,34.847909923829285,Thunderstorm
Location_18,172,8.244896318398634,Snowing
Location_18,173,34.353143700803244,Sunny
Location_18,174,-6.528083067915215,Foggy
Location_18,175,3.6261802094442945,Windy
Location_18,176,7.430073375408828,Sunny
Location_18,177,13.661611305480506,Snowing
Location_18,178,39.995351959726364,Cloudy
Location_18,179,27.060270830968534,Snowing
Location_18,180,21.649705015498757,Windy
Location_18,181,19.186896886323765,Windy
Location_18,182,-5.0242882913570845,Sunny
Location_18,183,-8.195268468628244,Snowing
Location_18,184,5.010767283087063,Cloudy
Location_18,185,11.221883251926243,Raining
Location_18,186,18.454043989558997,Raining
Location_18,187,-0.3490844804118236,Cloudy
Location_18,188,-1.7979288794651733,Raining
Location_18,189,-1.7018221920989092,Foggy
Location_18,190,22.141593858914085,Cloudy
Location_18,191,-3.316280449597894,Foggy
Location_18,192,26.171982936202284,Thunderstorm
Location_18,193,-4.477608381665645,Windy
Location_18,194,4.617985952130608,Snowing
Location_18,195,3.520446367603917,Windy
Location_18,196,17.030767543030255,Foggy
Location_18,197,-6.70162679306582,Sunny
Location_18,198,0.31374036802506566,Windy
Location_18,199,8.822079131689762,Windy
Location_18,200,-2.65532426984392,Sunny
Location_18,201,13.283768889204183,Thunderstorm
Location_18,202,17.033103934334758,Raining
Location_18,203,4.292112441931575,Cloudy
Location_18,204,6.422672991984193,Windy
Location_18,205,29.95791889331553,Sunny
Location_18,206,11.342638944600228,Thunderstorm
Location_18,207,29.87912233684591,Snowing
Location_18,208,-7.3815082409670465,Sunny
Location_18,209,-6.853650005815684,Cloudy
Location_18,210,11.830584982763217,Snowing
Location_18,211,25.400902030903445,Raining
Location_18,212,6.872935063414985,Foggy
Location_18,213,29.809136325016816,Foggy
Location_18,214,34.21499751110405,Foggy
Location_18,215,-6.500618951006089,Windy
Location_18,216,32.89393073172823,Windy
Location_18,217,20.012928542405003,Sunny
Location_18,218,27.736533540672333,Windy
Location_18,219,19.623304594734385,Sunny
Location_18,220,-5.652333059279215,Snowing
Location_18,221,36.435203700480315,Raining
Location_18,222,2.719266199896035,Snowing
Location_18,223,39.748880388871555,Sunny
Location_18,224,27.661749468507274,Cloudy
Location_18,225,9.936626078400117,Raining
Location_18,226,29.563562453919666,Sunny
Location_18,227,28.115174370865226,Thunderstorm
Location_18,228,36.99848262172902,Raining
Location_18,229,-9.370785356413593,Sunny
Location_18,230,32.59134814783212,Windy
Location_18,231,11.346063796463753,Thunderstorm
Location_18,232,20.230521638848977,Thunderstorm
Location_18,233,-0.57221889596625,Cloudy
Location_18,234,21.70092207164053,Raining
Location_18,235,23.346664486383816,Raining
Location_18,236,11.021541318328392,Windy
Location_18,237,-0.6487606106925252,Snowing
Location_18,238,-0.6057444460383827,Windy
Location_18,239,16.35450341091465,Windy
Location_18,240,28.163537150849322,Thunderstorm
Location_18,241,25.28019678332334,Snowing
Location_18,242,27.314995800926184,Sunny
Location_18,243,30.797249661584196,Thunderstorm
Location_18,244,-1.1612036759989923,Foggy
Location_18,245,39.1415293775191,Sunny
Location_18,246,26.780694409505166,Windy
Location_18,247,8.799555573437509,Cloudy
Location_18,248,-6.875431619961194,Sunny
Location_18,249,7.068916453493159,Raining
Location_18,250,28.8320542251977,Thunderstorm
Location_18,251,33.61440622756255,Raining
Location_18,252,39.191860422442325,Foggy
Location_18,253,-6.689605987235932,Cloudy
Location_18,254,28.124575362565963,Sunny
Location_18,255,-2.2443090878192535,Sunny
Location_18,256,-0.6529484764406757,Cloudy
Location_18,257,-9.131726616150145,Windy
Location_18,258,14.649919927611396,Thunderstorm
Location_18,259,36.853660616462506,Thunderstorm
Location_18,260,-1.352490361068723,Windy
Location_18,261,11.812298346283427,Sunny
Location_18,262,-8.701399019038583,Cloudy
Location_18,263,36.64827191107129,Thunderstorm
Location_18,264,11.944840776661856,Snowing
Location_18,265,29.829559916498674,Foggy
Location_18,266,13.903837454806997,Cloudy
Location_18,267,39.35447946706966,Thunderstorm
Location_18,268,26.131606361313167,Raining
Location_18,269,4.994891370200969,Foggy
Location_18,270,23.446481724156243,Windy
Location_18,271,22.821872011007557,Cloudy
Location_18,272,0.8225630065487248,Windy
Location_18,273,25.643377355963366,Cloudy
Location_18,274,29.256926135842477,Foggy
Location_18,275,1.4180578497106833,Foggy
Location_18,276,34.60008172886673,Sunny
Location_18,277,15.80592620682356,Sunny
Location_18,278,28.486263193742737,Foggy
Location_18,279,26.423710161312755,Raining
Location_18,280,-9.38605498943956,Thunderstorm
Location_18,281,16.53759305011824,Cloudy
Location_18,282,11.07247265236066,Thunderstorm
Location_18,283,12.095926934334525,Cloudy
Location_18,284,-6.151611638562828,Sunny
Location_18,285,17.399103740809693,Raining
Location_18,286,27.511285530741375,Foggy
Location_18,287,11.413970873454364,Thunderstorm
Location_18,288,29.09963951338394,Snowing
Location_18,289,-9.836655976325817,Cloudy
Location_18,290,-7.028665485899768,Raining
Location_18,291,11.8534199313631,Foggy
Location_18,292,19.31915037944574,Sunny
Location_18,293,4.012511546669826,Foggy
Location_18,294,2.206340577092295,Raining
Location_18,295,13.2263914957195,Thunderstorm
Location_18,296,-7.749525833797534,Windy
Location_18,297,28.36795141223103,Foggy
Location_18,298,31.761327145608647,Raining
Location_18,299,-7.363363884007498,Raining
Location_18,300,27.116643666950083,Snowing
Location_18,301,8.353731055589694,Windy
Location_18,302,-6.844912111821246,Sunny
Location_18,303,36.40654787934839,Snowing
Location_18,304,-8.147785201658488,Cloudy
Location_18,305,5.605082104968288,Windy
Location_18,306,-5.791479426375359,Windy
Location_18,307,4.183739972202492,Windy
Location_18,308,24.728489492575157,Windy
Location_18,309,-7.675639195711689,Raining
Location_18,310,-9.783013015094685,Thunderstorm
Location_18,311,39.21093295101072,Windy
Location_18,312,-6.06194660133035,Sunny
Location_18,313,30.007986595528465,Foggy
Location_18,314,-8.291346761238785,Sunny
Location_18,315,32.7835169940277,Windy
Location_18,316,7.782718327345126,Foggy
Location_18,317,1.645699934403936,Sunny
Location_18,318,-4.540689046184944,Cloudy
Location_18,319,-5.503281276433826,Foggy
Location_18,320,5.749407684059518,Windy
Location_18,321,2.9152391561478233,Thunderstorm
Location_18,322,30.67162247028839,Thunderstorm
Location_18,323,7.9668653929727355,Thunderstorm
Location_18,324,-2.537780541474163,Snowing
Location_18,325,18.56612145652467,Foggy
Location_18,326,18.24474368853919,Sunny
Location_18,327,19.17955510843878,Windy
Location_18,328,9.590373046587022,Raining
Location_18,329,-5.223388711051643,Windy
Location_18,330,19.479539507533904,Snowing
Location_18,331,0.12955698057311693,Snowing
Location_18,332,8.928130586239412,Windy
Location_18,333,35.122061341230584,Windy
Location_18,334,2.42831521751277,Sunny
Location_18,335,0.5067429129038157,Foggy
Location_18,336,31.797520045864914,Sunny
Location_18,337,10.378526882333343,Snowing
Location_18,338,6.505335816101191,Thunderstorm
Location_18,339,28.14051803668344,Foggy
Location_18,340,18.101105885984133,Cloudy
Location_18,341,4.1024415941859775,Sunny
Location_18,342,1.049319489042464,Raining
Location_18,343,-5.249025259389153,Thunderstorm
Location_18,344,13.994623218726257,Snowing
Location_18,345,19.09033233991708,Thunderstorm
Location_18,346,-5.389484139991576,Snowing
Location_18,347,1.2641073146710688,Thunderstorm
Location_18,348,16.02059611825519,Sunny
Location_18,349,6.004083746007748,Windy
Location_18,350,35.37105709766873,Sunny
Location_18,351,26.012593243231642,Cloudy
Location_18,352,-4.485211279468095,Snowing
Location_18,353,18.715653992456584,Foggy
Location_18,354,32.51156938407377,Foggy
Location_18,355,19.015336759143608,Sunny
Location_18,356,3.424549855801187,Sunny
Location_18,357,1.8887110725456324,Thunderstorm
Location_18,358,-1.3733067877945118,Thunderstorm
Location_18,359,11.011942704423664,Windy
Location_18,360,0.7649740261332951,Thunderstorm
Location_18,361,-4.518114094511346,Snowing
Location_18,362,31.29798581807443,Sunny
Location_18,363,14.870353310769033,Sunny
Location_18,364,32.36885042903577,Sunny
Location_18,365,26.366748659685427,Sunny
Location_18,366,-0.43495802914058324,Sunny
Location_18,367,28.917908680403514,Sunny
Location_19,1,21.022492900179238,Windy
Location_19,2,-8.966083893062606,Cloudy
Location_19,3,14.085415938921873,Cloudy
Location_19,4,10.170828796995043,Raining
Location_19,5,15.852150159632682,Cloudy
Location_19,6,15.937526345665674,Snowing
Location_19,7,15.33555436215465,Raining
Location_19,8,17.804670470585325,Thunderstorm
Location_19,9,8.320273865789904,Windy
Location_19,10,25.02087539690359,Thunderstorm
Location_19,11,23.62210359834681,Snowing
Location_19,12,-2.004566111999525,Raining
Location_19,13,-5.028874281902903,Snowing
Location_19,14,7.297083256473883,Snowing
Location_19,15,-0.6938363917313524,Foggy
Location_19,16,22.218202418600143,Windy
Location_19,17,37.10986229960958,Snowing
Location_19,18,16.971068697378147,Sunny
Location_19,19,27.437151719639694,Raining
Location_19,20,3.7224638072172453,Foggy
Location_19,21,29.73410942401962,Sunny
Location_19,22,10.40786110773795,Cloudy
Location_19,23,9.280694172726903,Snowing
Location_19,24,0.47752856990793546,Thunderstorm
Location_19,25,9.174116936075709,Sunny
Location_19,26,26.15421268129512,Snowing
Location_19,27,-4.648920070252752,Sunny
Location_19,28,-2.908393432601189,Sunny
Location_19,29,-8.186460023824147,Raining
Location_19,30,32.119967464575566,Windy
Location_19,31,14.110855853993808,Sunny
Location_19,32,34.85172231410121,Cloudy
Location_19,33,9.785968113334995,Foggy
Location_19,34,37.502855894340875,Windy
Location_19,35,38.78753789772515,Snowing
Location_19,36,21.512424790156857,Sunny
Location_19,37,27.671867890839486,Cloudy
Location_19,38,26.31482082587646,Thunderstorm
Location_19,39,-5.509768588354676,Snowing
Location_19,40,-1.1885839346539946,Cloudy
Location_19,41,37.7588809313084,Thunderstorm
Location_19,42,38.7073116859908,Snowing
Location_19,43,3.8234282730815394,Cloudy
Location_19,44,-5.7129827897549745,Snowing
Location_19,45,31.423664017346752,Raining
Location_19,46,19.056790029755398,Thunderstorm
Location_19,47,34.30323927109579,Cloudy
Location_19,48,31.20475922641986,Foggy
Location_19,49,28.386361164423228,Foggy
Location_19,50,2.355476796303771,Windy
Location_19,51,-2.9259659808967466,Raining
Location_19,52,-5.7279345714090235,Thunderstorm
Location_19,53,-2.4413219782083075,Sunny
Location_19,54,-2.8929198678942027,Raining
Location_19,55,16.120487676246846,Foggy
Location_19,56,-8.460936029919038,Foggy
Location_19,57,20.23781676679035,Foggy
Location_19,58,25.99674947125277,Foggy
Location_19,59,25.65786334880675,Snowing
Location_19,60,-5.600508538654372,Snowing
Location_19,61,-9.80880997456999,Cloudy
Location_19,62,7.828931454109792,Foggy
Location_19,63,25.671240631955293,Windy
Location_19,64,4.666313664699482,Raining
Location_19,65,-9.187645727491287,Sunny
Location_19,66,18.58522496694564,Sunny
Location_19,67,26.67399379054781,Foggy
Location_19,68,4.185562287620595,Sunny
Location_19,69,5.888090888873673,Sunny
Location_19,70,2.047699589596771,Cloudy
Location_19,71,15.210927745254462,Raining
Location_19,72,23.750090838683214,Cloudy
Location_19,73,4.156319241236654,Snowing
Location_19,74,-4.4957383358460685,Cloudy
Location_19,75,37.49765258279437,Snowing
Location_19,76,21.313756813374532,Sunny
Location_19,77,22.868616839847554,Cloudy
Location_19,78,19.683414522742822,Windy
Location_19,79,-6.922374541690987,Windy
Location_19,80,18.59655282569485,Thunderstorm
Location_19,81,38.62426512538623,Sunny
Location_19,82,4.909332249461805,Sunny
Location_19,83,27.48932861849466,Windy
Location_19,84,24.14808127330796,Thunderstorm
Location_19,85,34.532902182978745,Snowing
Location_19,86,2.6373980377322557,Raining
Location_19,87,23.740997860584997,Cloudy
Location_19,88,22.389820196895947,Cloudy
Location_19,89,17.18717533318759,Cloudy
Location_19,90,-4.232538715812042,Windy
Location_19,91,27.295305308632116,Cloudy
Location_19,92,1.422542562052362,Foggy
Location_19,93,15.92394542483606,Sunny
Location_19,94,26.167721123371685,Foggy
Location_19,95,3.8140908490127945,Foggy
Location_19,96,8.621978037669791,Raining
Location_19,97,2.687595064569008,Raining
Location_19,98,6.371200894159504,Thunderstorm
Location_19,99,31.3847503323461,Windy
Location_19,100,12.895085105612772,Raining
Location_19,101,17.212007517827253,Foggy
Location_19,102,0.1218472789960039,Sunny
Location_19,103,-1.3909678619984351,Foggy
Location_19,104,23.825082002145827,Thunderstorm
Location_19,105,26.706635654825888,Sunny
Location_19,106,5.375271669317131,Foggy
Location_19,107,16.272250030466193,Windy
Location_19,108,5.559155142501485,Thunderstorm
Location_19,109,11.54927536427428,Sunny
Location_19,110,-1.7950239961621168,Cloudy
Location_19,111,33.31803065626206,Cloudy
Location_19,112,27.98880266133665,Snowing
Location_19,113,-4.968335375583984,Raining
Location_19,114,27.182779111263223,Cloudy
Location_19,115,-4.509060956543517,Snowing
Location_19,116,17.89224242918655,Sunny
Location_19,117,-2.727768640541197,Snowing
Location_19,118,13.63841099581645,Windy
Location_19,119,-0.2208843113712291,Sunny
Location_19,120,-0.9354462374203916,Thunderstorm
Location_19,121,7.355561768871951,Thunderstorm
Location_19,122,16.487386296064674,Windy
Location_19,123,4.998857516420671,Snowing
Location_19,124,20.888768908015923,Foggy
Location_19,125,39.38008955526765,Thunderstorm
Location_19,126,13.17131734016954,Foggy
Location_19,127,-2.3662378844344882,Cloudy
Location_19,128,-5.3483580374060775,Thunderstorm
Location_19,129,34.43690911802744,Foggy
Location_19,130,17.28559991196922,Sunny
Location_19,131,1.7860327371378357,Thunderstorm
Location_19,132,30.019047156823362,Snowing
Location_19,133,-5.563564413953034,Foggy
Location_19,134,12.487846915907543,Cloudy
Location_19,135,7.643379995723908,Thunderstorm
Location_19,136,19.305376398636042,Foggy
Location_19,137,7.133725066127052,Raining
Location_19,138,25.449723795977746,Windy
Location_19,139,38.18708023705914,Snowing
Location_19,140,38.46774212086419,Sunny
Location_19,141,18.35402693809953,Snowing
Location_19,142,1.2321962162653275,Cloudy
Location_19,143,33.53555967776925,Thunderstorm
Location_19,144,-3.8167209401369497,Snowing
Location_19,145,32.991168400682014,Foggy
Location_19,146,6.436254500062379,Cloudy
Location_19,147,37.32793610611489,Raining
Location_19,148,39.460422202243464,Cloudy
Location_19,149,-3.652828242458675,Foggy
Location_19,150,10.283588794840675,Raining
Location_19,151,13.1768904229906,Cloudy
Location_19,152,-9.97167659091265,Cloudy
Location_19,153,23.461347497456515,Sunny
Location_19,154,-6.689517096041211,Windy
Location_19,155,21.70125580126196,Cloudy
Location_19,156,15.074597274292408,Cloudy
Location_19,157,1.7067415455161257,Raining
Location_19,158,15.49133490980584,Raining
Location_19,159,36.92149138610755,Snowing
Location_19,160,39.04815921973369,Windy
Location_19,161,2.9880200481591714,Foggy
Location_19,162,-4.507955875721556,Windy
Location_19,163,34.28014751641392,Raining
Location_19,164,-9.890763938422984,Sunny
Location_19,165,25.489608771320427,Cloudy
Location_19,166,26.910538692651592,Windy
Location_19,167,8.629046417302401,Sunny
Location_19,168,3.729669332381505,Raining
Location_19,169,-9.766650374750771,Raining
Location_19,170,-1.7324642157323407,Snowing
Location_19,171,26.156358540259106,Foggy
Location_19,172,11.786101505590533,Snowing
Location_19,173,6.080972297341589,Sunny
Location_19,174,-3.6080233162957516,Windy
Location_19,175,23.414161544058622,Snowing
Location_19,176,-1.8902716604334806,Windy
Location_19,177,-7.870776524893821,Snowing
Location_19,178,32.19172804695433,Windy
Location_19,179,19.157732552002365,Snowing
Location_19,180,-9.768748356272912,Cloudy
Location_19,181,36.293169740329475,Raining
Location_19,182,16.24385062458103,Foggy
Location_19,183,-8.877280863192057,Windy
Location_19,184,-1.3603094657756678,Cloudy
Location_19,185,6.130988964846782,Raining
Location_19,186,5.635942487651283,Raining
Location_19,187,-0.770506087221742,Windy
Location_19,188,18.689462381092746,Snowing
Location_19,189,31.69963822423844,Sunny
Location_19,190,-1.6435763794599065,Sunny
Location_19,191,7.661820972954651,Thunderstorm
Location_19,192,23.259440263007797,Cloudy
Location_19,193,29.504725832264214,Cloudy
Location_19,194,24.91499860410788,Sunny
Location_19,195,3.556574429914786,Thunderstorm
Location_19,196,-6.26123495978538,Sunny
Location_19,197,8.812086030006625,Snowing
Location_19,198,4.686879258757335,Foggy
Location_19,199,6.189955892961322,Raining
Location_19,200,17.40683852470746,Snowing
Location_19,201,6.046455441696171,Snowing
Location_19,202,32.07101469799507,Thunderstorm
Location_19,203,8.066308657543438,Foggy
Location_19,204,28.89919978414573,Foggy
Location_19,205,-7.79722588785143,Snowing
Location_19,206,2.8398980713568083,Raining
Location_19,207,0.05249801374307772,Raining
Location_19,208,-1.2189556401725437,Raining
Location_19,209,18.46272962072059,Cloudy
Location_19,210,12.72149591781459,Sunny
Location_19,211,22.282802289609613,Windy
Location_19,212,-1.2856744048179571,Thunderstorm
Location_19,213,12.195720686020465,Windy
Location_19,214,17.236175711709475,Cloudy
Location_19,215,18.415967119382717,Raining
Location_19,216,17.415401574265818,Foggy
Location_19,217,32.871403374554816,Raining
Location_19,218,35.77119535648324,Cloudy
Location_19,219,22.801550816779198,Windy
Location_19,220,-7.74246000524795,Thunderstorm
Location_19,221,-9.476542713800248,Cloudy
Location_19,222,26.409619072569384,Cloudy
Location_19,223,34.953180454964894,Sunny
Location_19,224,16.574622667551484,Snowing
Location_19,225,36.59042913254596,Raining
Location_19,226,38.17387407228432,Thunderstorm
Location_19,227,38.93736492002249,Windy
Location_19,228,-6.965516315224337,Thunderstorm
Location_19,229,-5.528927155978415,Sunny
Location_19,230,-5.72633645517854,Sunny
Location_19,231,16.328507756534663,Raining
Location_19,232,-8.027180482197352,Foggy
Location_19,233,-8.197477177670505,Snowing
Location_19,234,9.165775987166512,Foggy
Location_19,235,-2.6665623889795125,Sunny
Location_19,236,32.212375899001984,Foggy
Location_19,237,-8.961863737418748,Foggy
Location_19,238,8.585064917087763,Raining
Location_19,239,2.683114210957431,Sunny
Location_19,240,7.345726600462303,Raining
Location_19,241,26.2209627289433,Foggy
Location_19,242,19.146706267009016,Cloudy
Location_19,243,-7.483503037963482,Cloudy
Location_19,244,-8.638269594986195,Windy
Location_19,245,11.204959190755414,Sunny
Location_19,246,35.852603943843704,Raining
Location_19,247,38.045288568006896,Windy
Location_19,248,16.05681203934116,Snowing
Location_19,249,27.811432002281727,Sunny
Location_19,250,21.422228501779447,Snowing
Location_19,251,5.993878001878754,Cloudy
Location_19,252,26.044117712304136,Raining
Location_19,253,-0.1900760676079436,Snowing
Location_19,254,1.9527058206647823,Foggy
Location_19,255,13.99197204159248,Windy
Location_19,256,10.069105056307546,Thunderstorm
Location_19,257,2.122579108350017,Windy
Location_19,258,8.124640082184047,Foggy
Location_19,259,38.52894176150439,Raining
Location_19,260,4.723818207366801,Raining
Location_19,261,4.280742828213683,Thunderstorm
Location_19,262,19.457306046949878,Snowing
Location_19,263,32.256817873575905,Windy
Location_19,264,12.174752903083188,Foggy
Location_19,265,24.949537079606444,Foggy
Location_19,266,21.664620875714366,Snowing
Location_19,267,33.858549838777705,Windy
Location_19,268,-7.250341552540393,Thunderstorm
Location_19,269,-6.746493946895634,Raining
Location_19,270,33.35100791908133,Snowing
Location_19,271,32.05134267303261,Cloudy
Location_19,272,38.55361930293622,Sunny
Location_19,273,9.121194292914911,Raining
Location_19,274,38.376845662236896,Sunny
Location_19,275,37.90351627469042,Snowing
Location_19,276,10.72887803903653,Cloudy
Location_19,277,-8.266581432239564,Thunderstorm
Location_19,278,35.40842174341312,Thunderstorm
Location_19,279,23.245983723293513,Cloudy
Location_19,280,12.278031488016865,Foggy
Location_19,281,-1.7976348614317317,Raining
Location_19,282,15.37535255352157,Windy
Location_19,283,15.127683651199707,Sunny
Location_19,284,8.067423021665835,Snowing
Location_19,285,11.563847792444708,Cloudy
Location_19,286,16.570864109295343,Sunny
Location_19,287,3.5405503662771043,Sunny
Location_19,288,12.723518338416504,Sunny
Location_19,289,-2.5988372268655215,Sunny
Location_19,290,-8.395332859400241,Sunny
Location_19,291,8.347790433551797,Raining
Location_19,292,27.069429978439068,Snowing
Location_19,293,20.676068813998896,Snowing
Location_19,294,-7.592071070947978,Sunny
Location_19,295,35.928125172049675,Sunny
Location_19,296,-6.889399643372243,Thunderstorm
Location_19,297,36.988375141040564,Cloudy
Location_19,298,27.615664171732064,Sunny
Location_19,299,-2.02615246408174,Thunderstorm
Location_19,300,29.577901887852043,Foggy
Location_19,301,-1.8323311016898671,Cloudy
Location_19,302,-5.360167951093117,Snowing
Location_19,303,27.388851525660783,Foggy
Location_19,304,7.062584659069884,Foggy
Location_19,305,10.41393713755257,Thunderstorm
Location_19,306,6.487151275565239,Snowing
Location_19,307,2.1978629738969833,Raining
Location_19,308,6.279442374681491,Foggy
Location_19,309,26.72954722002642,Cloudy
Location_19,310,11.456231677460003,Windy
Location_19,311,25.34230396279863,Windy
Location_19,312,33.52891108441267,Windy
Location_19,313,5.987959630540022,Sunny
Location_19,314,-3.1059026252741786,Sunny
Location_19,315,-1.8581265899402535,Cloudy
Location_19,316,8.204733910437149,Sunny
Location_19,317,1.5613201266197123,Raining
Location_19,318,24.819400568680045,Sunny
Location_19,319,-7.269119686195937,Raining
Location_19,320,5.662620746426931,Snowing
Location_19,321,14.242335758250288,Foggy
Location_19,322,-5.665778642432259,Windy
Location_19,323,16.34116147465493,Snowing
Location_19,324,22.347618699274,Windy
Location_19,325,-2.7737672042092845,Snowing
Location_19,326,38.2371120611741,Cloudy
Location_19,327,19.217911128204964,Windy
Location_19,328,-0.45815219849571776,Snowing
Location_19,329,27.550987471314166,Windy
Location_19,330,32.642207732158276,Raining
Location_19,331,35.32352868358916,Sunny
Location_19,332,11.998840280260296,Windy
Location_19,333,4.18307766795669,Snowing
Location_19,334,-8.587935311100349,Raining
Location_19,335,35.73691201143516,Snowing
Location_19,336,20.055585185210003,Thunderstorm
Location_19,337,-9.650013816558463,Snowing
Location_19,338,33.62387640138729,Thunderstorm
Location_19,339,29.33768574368453,Cloudy
Location_19,340,28.791520609278393,Foggy
Location_19,341,-0.9072815217131787,Sunny
Location_19,342,1.8825779445269735,Raining
Location_19,343,26.908320312551695,Foggy
Location_19,344,0.3147587746233622,Snowing
Location_19,345,6.0991617759339185,Thunderstorm
Location_19,346,16.01708375541702,Thunderstorm
Location_19,347,13.951786895448258,Windy
Location_19,348,16.796397713757052,Foggy
Location_19,349,13.422743635107562,Thunderstorm
Location_19,350,3.990239792763015,Sunny
Location_19,351,16.470078111543856,Raining
Location_19,352,2.918439400194071,Sunny
Location_19,353,34.37124459832827,Windy
Location_19,354,23.036293997296383,Windy
Location_19,355,4.398094296962661,Cloudy
Location_19,356,20.71095925819664,Thunderstorm
Location_19,357,37.71005465657293,Raining
Location_19,358,5.510688653515004,Windy
Location_19,359,21.704083848041208,Windy
Location_19,360,27.01272086003214,Raining
Location_19,361,28.423382291910208,Sunny
Location_19,362,20.62260105940595,Foggy
Location_19,363,6.611903940928624,Cloudy
Location_19,364,33.450694514536195,Thunderstorm
Location_19,365,31.375279169241097,Sunny
Location_19,366,17.64293357621786,Sunny
Location_19,367,7.977232676597005,Windy
Location_20,1,9.518398919057294,Cloudy
Location_20,2,31.828069637603186,Snowing
Location_20,3,26.683635491146624,Windy
Location_20,4,6.0427825191519595,Sunny
Location_20,5,25.29982604674359,Cloudy
Location_20,6,15.906578898034375,Thunderstorm
Location_20,7,23.749418832610793,Thunderstorm
Location_20,8,-1.9647362243787239,Snowing
Location_20,9,-5.056213052042854,Sunny
Location_20,10,27.067132815547716,Thunderstorm
Location_20,11,11.119016387346417,Thunderstorm
Location_20,12,-0.08671382485995949,Thunderstorm
Location_20,13,27.575505242273785,Sunny
